Observation #: 25722
-------------------------------------------------------------------------------------
 Time(YYYMMDD)   Depth(m) Value(celsius)  Std(%)
       20080627       4.46       15.9670     10.0
       20080627       5.46       15.7820     10.0
       20080627       6.46       15.5420     10.0
       20080627       7.46       15.1410     10.0
       20080627       8.46       14.0910     10.0
       20080627       8.96       13.3830     10.0
       20080627       9.46       12.8040     10.0
       20080627       9.96       12.4520     10.0
       20080627      10.66       12.1630     10.0
       20080627      11.24       11.8510     10.0
       20080628       2.46       16.1640     10.0
       20080628       3.46       15.9870     10.0
       20080628       4.46       15.7400     10.0
       20080628       5.46       15.4820     10.0
       20080628       6.46       15.2580     10.0
       20080628       7.46       14.7330     10.0
       20080628       8.46       13.3270     10.0
       20080628       8.96       12.6750     10.0
       20080628       9.46       12.3990     10.0
       20080628       9.96       12.3110     10.0
       20080628      10.66       12.1000     10.0
       20080628      11.24       11.8990     10.0
       20080629       2.46       16.9990     10.0
       20080629       3.46       16.4950     10.0
       20080629       4.46       15.6890     10.0
       20080629       5.46       14.8790     10.0
       20080629       6.46       14.4010     10.0
       20080629       7.46       13.6760     10.0
       20080629       8.46       12.8890     10.0
       20080629       8.96       12.7270     10.0
       20080629       9.46       12.6360     10.0
       20080629       9.96       12.5520     10.0
       20080629      10.66       12.3180     10.0
       20080629      11.24       12.1040     10.0
       20080630       2.46       17.3090     10.0
       20080630       3.46       16.2400     10.0
       20080630       4.46       15.3580     10.0
       20080630       5.46       14.9730     10.0
       20080630       6.46       14.6790     10.0
       20080630       7.46       14.1670     10.0
       20080630       8.46       13.4370     10.0
       20080630       8.96       13.0680     10.0
       20080630       9.46       12.8830     10.0
       20080630       9.96       12.6640     10.0
       20080630      10.66       12.4100     10.0
       20080630      11.24       12.1630     10.0
       20080701       2.46       17.9550     10.0
       20080701       3.46       16.6910     10.0
       20080701       4.46       15.3750     10.0
       20080701       5.46       14.8310     10.0
       20080701       6.46       14.2950     10.0
       20080701       7.46       13.6570     10.0
       20080701       8.46       13.0610     10.0
       20080701       8.96       12.8750     10.0
       20080701       9.46       12.7370     10.0
       20080701       9.96       12.6460     10.0
       20080701      10.66       12.4530     10.0
       20080701      11.24       12.2470     10.0
       20080702       2.46       18.3860     10.0
       20080702       3.46       16.9420     10.0
       20080702       4.46       15.3760     10.0
       20080702       5.46       14.8410     10.0
       20080702       6.46       14.4580     10.0
       20080702       7.46       14.0660     10.0
       20080702       8.46       13.4960     10.0
       20080702       8.96       13.2540     10.0
       20080702       9.46       13.0530     10.0
       20080702       9.96       12.8940     10.0
       20080702      10.66       12.6020     10.0
       20080702      11.24       12.4270     10.0
       20080703       2.46       18.8560     10.0
       20080703       3.46       17.8970     10.0
       20080703       4.46       15.8240     10.0
       20080703       5.46       14.9480     10.0
       20080703       6.46       14.5240     10.0
       20080703       7.46       13.8490     10.0
       20080703       8.46       13.1950     10.0
       20080703       8.96       12.9400     10.0
       20080703       9.46       12.8130     10.0
       20080703       9.96       12.7280     10.0
       20080703      10.66       12.5690     10.0
       20080703      11.24       12.4230     10.0
       20080704       2.46       18.8170     10.0
       20080704       3.46       18.0650     10.0
       20080704       4.46       17.0200     10.0
       20080704       5.46       15.3260     10.0
       20080704       6.46       14.3680     10.0
       20080704       7.46       13.8800     10.0
       20080704       8.46       13.5580     10.0
       20080704       8.96       13.3590     10.0
       20080704       9.46       13.1920     10.0
       20080704       9.96       13.0710     10.0
       20080704      10.66       12.7650     10.0
       20080704      11.24       12.6430     10.0
       20080705       2.46       18.2550     10.0
       20080705       3.46       18.0900     10.0
       20080705       4.46       17.4190     10.0
       20080705       5.46       16.3920     10.0
       20080705       6.46       14.6040     10.0
       20080705       7.46       13.8370     10.0
       20080705       8.46       13.4710     10.0
       20080705       8.96       13.2470     10.0
       20080705       9.46       13.0600     10.0
       20080705       9.96       12.9370     10.0
       20080705      10.66       12.7960     10.0
       20080705      11.24       12.5660     10.0
       20080706       2.46       17.5590     10.0
       20080706       3.46       17.5020     10.0
       20080706       4.46       17.2760     10.0
